"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"159","Normal/Others","WS/MP225/2025-2026/255018-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Post Matric Scheduled caste Boys Hostel Np Pamgarh Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","24-Aug-2026","1000000"
"160","Normal/Others","WS/MP225/2025-2026/255019-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Boys Hostel Np Kharod Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","01-Sep-2026","1000000"
"161","Normal/Others","WS/MP225/2025-2026/255020-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Girls Hostel Np Pamgarh Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","24-Aug-2026","1000000"
"162","Normal/Others","WS/MP225/2025-2026/255021-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Boys Hostel Np Pamgarh Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","24-Aug-2026","1000000"
"163","Normal/Others","WS/MP225/2025-2026/255042-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Boys Hostel Np Rahod Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","01-Sep-2026","1000000"
"164","Normal/Others","WS/MP225/2025-2026/255038-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Girls Hostel Village Hardi Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","31-Aug-2026","1000000"
"165","Normal/Others","WS/MP225/2025-2026/255035-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Girls Hostel Village Bhuigaon Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","01-Sep-2026","1000000"
"166","Normal/Others","WS/MP225/2025-2026/255036-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Girls Hostel Village Birra Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","27-Aug-2026","1000000"
"167","Normal/Others","WS/MP225/2025-2026/255034-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment Pre Matric Scheduled caste Girls Hostel Np Nawagarh Janjgir Champa district of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","27-Aug-2026","1000000"
"168","Normal/Others","WS/MP225/2025-2026/250308-Construction of culverts and bridges","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","RCC Pulia Culvert Construction at Sarna Crusher Road Janpad Panchayat Bagicha Gram Panchayat Maini District Jashpur Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-May-2026","1498218"
"169","Normal/Others","WS/MP18340/2025-2026/197523-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","Chhattisgarh","RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA)","Purchase of Mobile clinic Ambulance Van","Shri Devendra Pratap Singh (2024-30) (NaN-NaN)","Elected MP","Images","24-Jan-2026","1443280"
"170","Normal/Others","WS/MP18340/2025-2026/255347-Construction of common work sheds/ common covered sitting area","Chhattisgarh","DHAMTARI(DISTRICT COLLECTOR DHAMTARI_IDA)","Construction Of Sheds in Communities Building God Samaj bhawan ke pass Riwagahan DhamtariDhamtari","Shri Devendra Pratap Singh (2024-30) (NaN-NaN)","Elected MP","Images","15-Jul-2026","500000"
"171","Repair and Renovation","WS/MP18340/2025-2026/213914-Construction of community centers and community halls","Chhattisgarh","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","Repair and Paint of Community Building at Kudrikhar Gondwana Bhawan","Shri Devendra Pratap Singh (2024-30) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","300000"
"Grand Total"," "," "," "," "," "," "," "," "," ","16,89,54,305"
